tick,car_id,map_id,throttle,distance_delta,velocity,acceleration,lane_radius,relative_angle,slip_angle,angle_velocity,angle_acceleration,can_switch,lane_start,lane_end,bend_direction,piece_index,in_piece_distance,is_crashed
121,Thresh40,germany,0.25,2.278655318185102,2.278655318185102,0.0045172384043752345,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,88.34588940892976,0
122,Thresh40,germany,0.25,2.2830822118214087,2.2830822118214087,0.004426893636306772,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,90.62897162075117,0
123,Thresh40,germany,0.25,2.2874205675849737,2.2874205675849737,0.004338355763565005,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,92.91639218833615,0
124,Thresh40,germany,0.25,2.2916721562332754,2.2916721562332754,0.004251588648301663,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,95.20806434456942,0
125,Thresh40,germany,0.25,2.2958387131086084,2.2958387131086084,0.004166556875333072,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,97.50390305767803,0
126,Thresh40,germany,0.25,2.2999219388464383,2.2999219388464383,0.004083225737829821,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,99.80382499652447,0
127,Thresh40,germany,0.25,2.3039235000695157,2.3039235000695157,0.004001561223077488,60,0.0,0.0,0.0,0.0,0,0,0,1,2,2.1077484965939846,0
128,Thresh40,germany,0.25,2.307845030068119,2.307845030068119,0.00392152999860329,60,0.0,0.0,0.0,0.0,0,0,0,1,2,4.415593526662104,0
129,Thresh40,germany,0.25,2.3116881294667575,2.3116881294667575,0.003843099398638472,60,0.0,0.0,0.0,0.0,0,0,0,1,2,6.727281656128861,0
130,Thresh40,germany,0.25,2.3154543668774217,2.3154543668774217,0.003766237410664175,60,0.0,0.0,0.0,0.0,0,0,0,1,2,9.042736023006283,0
131,Thresh40,germany,0.25,2.319145279539873,2.319145279539873,0.00369091266245114,60,0.0,0.0,0.0,0.0,0,0,0,1,2,11.361881302546156,0
132,Thresh40,germany,0.25,2.3227623739490753,2.3227623739490753,0.003617094409202437,60,0.0,0.0,0.0,0.0,0,0,0,1,2,13.68464367649523,0
133,Thresh40,germany,0.25,2.3263071264700947,2.3263071264700947,0.0035447525210194897,60,0.0,0.0,0.0,0.0,0,0,0,1,2,16.010950802965326,0
134,Thresh40,germany,0.25,2.3297809839406938,2.3297809839406938,0.003473857470599029,60,0.0,0.0,0.0,0.0,0,0,0,1,2,18.34073178690602,0
135,Thresh40,germany,0.25,2.3331853642618796,2.3331853642618796,0.0034043803211858403,60,0.0,0.0,0.0,0.0,0,0,0,1,2,20.6739171511679,0
136,Thresh40,germany,0.25,2.336521656976643,2.336521656976643,0.0033362927147635446,60,0.0,0.0,0.0,0.0,0,0,0,1,2,23.010438808144542,0
137,Thresh40,germany,0.25,2.339791223837107,2.339791223837107,0.0032695668604638684,60,0.0,0.0,0.0,0.0,0,0,0,1,2,25.35023003198165,0
138,Thresh40,germany,0.25,2.3429953993603654,2.3429953993603654,0.003204175523258357,60,0.0,0.0,0.0,0.0,0,0,0,1,2,27.693225431342015,0
139,Thresh40,germany,0.25,2.3461354913731576,2.3461354913731576,0.003140092012792195,60,0.0,0.0,0.0,0.0,0,0,0,1,2,30.039360922715172,0
140,Thresh40,germany,0.25,2.349212781545699,2.349212781545699,0.003077290172541325,60,0.0,0.0,0.0,0.0,0,0,0,1,2,32.38857370426087,0
141,Thresh40,germany,0.25,2.352228525914782,2.352228525914782,0.003015744369083251,60,0.0,0.0,0.0,0.0,0,0,0,1,2,34.74080223017565,0
142,Thresh40,germany,0.25,2.355183955396484,2.355183955396484,0.002955429481701799,60,0.0,0.0,0.0,0.0,0,0,0,1,2,37.09598618557214,0
143,Thresh40,germany,0.25,2.358080276288554,2.358080276288554,0.0028963208920700367,60,0.0,0.0,0.0,0.0,0,0,0,1,2,39.45406646186069,0
144,Thresh40,germany,0.25,2.3609186707627856,2.3609186707627856,0.0028383944742316203,60,0.0,0.0,0.0,0.0,0,0,0,1,2,41.81498513262348,0
145,Thresh40,germany,0.25,2.3637002973475276,2.3637002973475276,0.002781626584742014,60,0.0,0.0,0.0,0.0,0,0,0,1,2,44.178685429971004,0
146,Thresh40,germany,0.25,2.366426291400579,2.366426291400579,0.002725994053051295,60,0.0,0.0,0.0,0.0,0,0,0,1,2,46.54511172137158,0
