tick,car_id,map_id,throttle,distance_delta,velocity,acceleration,lane_radius,relative_angle,slip_angle,angle_velocity,angle_acceleration,can_switch,lane_start,lane_end,bend_direction,piece_index,in_piece_distance,is_crashed
102,Thresh110_,keimola,0.4,3.4905287140747205,3.4905287140747205,0.01039737318215117,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,36.96409301033892,0
103,Thresh110_,keimola,0.4,3.5007181397932214,3.5007181397932214,0.0101894257185009,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,40.46481115013214,0
104,Thresh110_,keimola,0.4,3.51070377699736,3.51070377699736,0.009985637204138698,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,43.9755149271295,0
105,Thresh110_,keimola,0.4,3.5204897014574144,3.5204897014574144,0.009785924460054218,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,47.49600462858692,0
106,Thresh110_,keimola,0.4,3.5300799074282665,3.5300799074282665,0.00959020597085214,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,51.02608453601518,0
107,Thresh110_,keimola,0.4,3.5394783092797013,3.5394783092797013,0.009398401851434812,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,54.565562845294885,0
108,Thresh110_,keimola,0.4,3.548688743094104,3.548688743094104,0.009210433814402563,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,58.11425158838899,0
109,Thresh110_,keimola,0.4,3.5577149682322258,3.5577149682322258,0.009026225138121902,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,61.671966556621214,0
110,Thresh110_,keimola,0.4,3.566560668867581,3.566560668867581,0.008845700635355058,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,65.2385272254888,0
111,Thresh110_,keimola,0.4,3.5752294554902306,3.5752294554902306,0.008668786622649804,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,68.81375668097903,0
112,Thresh110_,keimola,0.4,3.5837248663804218,3.5837248663804218,0.008495410890191124,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,72.39748154735945,0
113,Thresh110_,keimola,0.4,3.5920503690528136,3.5920503690528136,0.008325502672391849,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,75.98953191641226,0
114,Thresh110_,keimola,0.4,3.6002093616717588,3.6002093616717588,0.008158992618945149,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,79.58974127808402,0
115,Thresh110_,keimola,0.4,3.608205174438325,3.608205174438325,0.007995812766566246,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,83.19794645252234,0
116,Thresh110_,keimola,0.4,3.6160410709495494,3.6160410709495494,0.007835896511224405,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,86.8139875234719,0
117,Thresh110_,keimola,0.4,3.623720249530564,3.623720249530564,0.007679178581014412,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,90.43770777300246,0
118,Thresh110_,keimola,0.4,3.631245844539947,3.631245844539947,0.0075255950093833235,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,94.0689536175424,0
119,Thresh110_,keimola,0.4,3.638620927649157,3.638620927649157,0.007375083109209868,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,97.70757454519156,0
120,Thresh110_,keimola,0.4,3.6458485090961688,3.6458485090961688,0.007227581447011744,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,1.353423054287731,0
121,Thresh110_,keimola,0.4,3.652931538914248,3.652931538914248,0.0070830298180792894,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,5.006354593201979,0
122,Thresh110_,keimola,0.4,3.6598729081359638,3.6598729081359638,0.006941369221715732,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,8.666227501337943,0
123,Thresh110_,keimola,0.4,3.666675449973244,3.666675449973244,0.0068025418372803514,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,12.332902951311187,0
124,Thresh110_,keimola,0.4,3.6733419409737778,3.6733419409737778,0.006666491000533625,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,16.006244892284965,0
125,Thresh110_,keimola,0.4,3.679875102154302,3.679875102154302,0.006533161180524161,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,19.686119994439267,0
126,Thresh110_,keimola,0.4,3.686277600111218,3.686277600111218,0.006402497956916164,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,23.372397594550485,0
127,Thresh110_,keimola,0.4,3.6925520481089933,3.6925520481089933,0.006274447997775212,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,27.064949642659478,0
128,Thresh110_,keimola,0.4,3.6987010071468127,3.6987010071468127,0.006148959037819424,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,30.76365064980629,0
129,Thresh110_,keimola,0.4,3.704726987003877,3.704726987003877,0.006025979857064101,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,34.46837763681017,0
130,Thresh110_,keimola,0.4,3.710632447263798,3.710632447263798,0.005905460259921114,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,38.179010084073965,0
131,Thresh110_,keimola,0.4,3.716419798318526,3.716419798318526,0.005787351054728163,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,41.89542988239249,0
132,Thresh110_,keimola,0.4,3.722091402352156,3.722091402352156,0.005671604033629762,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,45.61752128474465,0
133,Thresh110_,keimola,0.4,3.7276495743051115,3.7276495743051115,0.005558171952955604,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,49.34517085904976,0
134,Thresh110_,keimola,0.4,3.733096582819009,3.733096582819009,0.0054470085138973445,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,53.07826744186877,0
135,Thresh110_,keimola,0.4,3.7384346511626276,3.7384346511626276,0.005338068343618829,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,56.816702093031395,0
136,Thresh110_,keimola,0.4,3.743665958139374,3.743665958139374,0.005231306976746453,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,60.56036805117077,0
